device_instance,object_identifier,property_name,property_value,address,maxAPDULengthAccepted,segmentationSupported,objectName,description,units
2400001,trendLog:94,totalRecordCount,5,192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:95,ackedTransitions,"[1, 1, 1]",192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,alignIntervals,TRUE,192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,bufferSize,288,192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,clientCovIncrement,"{""realIncrement"": 1.0}",192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,enable,FALSE,192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,eventDetectionEnable,TRUE,192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,eventEnable,"[0, 0, 0]",192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,eventState,normal,192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x03588838>, <bacpypes.basetypes.TimeStamp object at 0x035883E8>, <bacpypes.basetypes.TimeStamp object at 0x03588688>]",192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,intervalOffset,0,192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,lastNotifyRecord,0,192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,logInterval,0,192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,loggingType,cov,192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,notificationClass,1,192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,notificationThreshold,129,192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,notifyType,event,192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,recordCount,1,192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,recordsSinceNotification,1,192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,startTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,statusFlags,"[0, 0, 0, 0]",192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,stopTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,stopWhenFull,FALSE,192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:95,totalRecordCount,1,192.168.168.1,480,segmentedBoth,mode_tn_5,Mode Trend,
2400001,trendLog:96,ackedTransitions,"[1, 1, 1]",192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,alignIntervals,TRUE,192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,bufferSize,288,192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,clientCovIncrement,"{""realIncrement"": 1.0}",192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,enable,TRUE,192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,eventDetectionEnable,TRUE,192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,eventEnable,"[0, 0, 0]",192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,eventState,normal,192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x035886A0>, <bacpypes.basetypes.TimeStamp object at 0x03588448>, <bacpypes.basetypes.TimeStamp object at 0x035889A0>]",192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,intervalOffset,0,192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,lastNotifyRecord,0,192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,logInterval,6000,192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,loggingType,polled,192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,notificationClass,1,192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,notificationThreshold,129,192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,notifyType,event,192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,recordCount,288,192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,recordsSinceNotification,196262,192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,startTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,statusFlags,"[0, 0, 0, 0]",192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,stopTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,stopWhenFull,FALSE,192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:96,totalRecordCount,196262,192.168.168.1,480,segmentedBoth,oahum_tn_5,,
2400001,trendLog:97,ackedTransitions,"[1, 1, 1]",192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,alignIntervals,TRUE,192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,bufferSize,288,192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,clientCovIncrement,"{""realIncrement"": 1.0}",192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,enable,TRUE,192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,eventDetectionEnable,TRUE,192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,eventEnable,"[0, 0, 0]",192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,eventState,normal,192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x03588EB0>, <bacpypes.basetypes.TimeStamp object at 0x03588538>, <bacpypes.basetypes.TimeStamp object at 0x03588988>]",192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,intervalOffset,0,192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,lastNotifyRecord,0,192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,logInterval,6000,192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,loggingType,polled,192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,notificationClass,1,192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,notificationThreshold,129,192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,notifyType,event,192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,recordCount,288,192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,recordsSinceNotification,196262,192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,startTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,statusFlags,"[0, 0, 0, 0]",192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,stopTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,stopWhenFull,FALSE,192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:97,totalRecordCount,196262,192.168.168.1,480,segmentedBoth,oatemp_tn_5,,
2400001,trendLog:98,ackedTransitions,"[1, 1, 1]",192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,alignIntervals,TRUE,192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,bufferSize,100,192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,clientCovIncrement,"{""realIncrement"": 1.0}",192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,enable,TRUE,192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,eventDetectionEnable,TRUE,192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,eventEnable,"[0, 0, 0]",192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,eventState,normal,192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x03588E68>, <bacpypes.basetypes.TimeStamp object at 0x03588658>, <bacpypes.basetypes.TimeStamp object at 0x0361FFA0>]",192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,intervalOffset,0,192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,lastNotifyRecord,0,192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,logInterval,0,192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,loggingType,cov,192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,notificationClass,1,192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,notificationThreshold,45,192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,notifyType,event,192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,recordCount,100,192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,recordsSinceNotification,120,192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,startTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,statusFlags,"[0, 0, 0, 0]",192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,stopTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,stopWhenFull,FALSE,192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:98,totalRecordCount,120,192.168.168.1,480,segmentedBoth,occupancy_tn_5,Occupancy,
2400001,trendLog:99,ackedTransitions,"[1, 1, 1]",192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,alignIntervals,TRUE,192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,bufferSize,288,192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,clientCovIncrement,"{""realIncrement"": 1.0}",192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,enable,FALSE,192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,eventDetectionEnable,TRUE,192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,eventEnable,"[0, 0, 0]",192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,eventState,normal,192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x03588FB8>, <bacpypes.basetypes.TimeStamp object at 0x035883A0>, <bacpypes.basetypes.TimeStamp object at 0x03588838>]",192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,intervalOffset,0,192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,lastNotifyRecord,0,192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,logInterval,0,192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,loggingType,cov,192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,notificationClass,1,192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,notificationThreshold,129,192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,notifyType,event,192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,recordCount,1,192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,recordsSinceNotification,1,192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,startTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,statusFlags,"[0, 0, 0, 0]",192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,stopTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,stopWhenFull,FALSE,192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400001,trendLog:99,totalRecordCount,1,192.168.168.1,480,segmentedBoth,ptsp_tn_5,Panel Temp Setpoint Trend,
2400002,analogInput:1,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,covIncrement,0.5,192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,deadband,2,192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,deviceType,,192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,eventEnable,"[0, 0, 0]",192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,eventState,normal,192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x03C8B640>, <bacpypes.basetypes.TimeStamp object at 0x03C8B928>, <bacpypes.basetypes.TimeStamp object at 0x03C8B910>]",192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,highLimit,90,192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,limitEnable,"[0, 0]",192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,lowLimit,50,192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,maxPresValue,96,192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,minPresValue,45,192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,notificationClass,1,192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,notifyType,alarm,192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,outOfService,FALSE,192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,presentValue,70.63999939,192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,resolution,0.01,192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,timeDelay,60,192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:1,updateInterval,6,192.168.168.2,480,segmentedBoth,ann_cc_temp_1,Annular CC Temp,degreesFahrenheit
2400002,analogInput:10,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,covIncrement,0.5,192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,deadband,2,192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,deviceType,,192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,eventEnable,"[0, 0, 0]",192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,eventState,normal,192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x0359F1F0>, <bacpypes.basetypes.TimeStamp object at 0x0359F880>, <bacpypes.basetypes.TimeStamp object at 0x0359FA90>]",192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,highLimit,90,192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,limitEnable,"[0, 0]",192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,lowLimit,50,192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,maxPresValue,100,192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,minPresValue,0,192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,notificationClass,1,192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,notifyType,alarm,192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,outOfService,FALSE,192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,presentValue,0.400000006,192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,resolution,0.100000001,192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,timeDelay,60,192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:10,updateInterval,45,192.168.168.2,480,segmentedBoth,spot_clg_vlv_fdbk_6,Spot Cooling Valve Feedback,percent
2400002,analogInput:11,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,covIncrement,0.5,192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,deadband,2,192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,deviceType,,192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,eventEnable,"[0, 0, 0]",192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,eventState,normal,192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x035853E8>, <bacpypes.basetypes.TimeStamp object at 0x035856A0>, <bacpypes.basetypes.TimeStamp object at 0x03585D48>]",192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,highLimit,90,192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,limitEnable,"[0, 0]",192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,lowLimit,50,192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,maxPresValue,96,192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,minPresValue,45,192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,notificationClass,1,192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,notifyType,alarm,192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,outOfService,FALSE,192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,presentValue,65,192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,resolution,0.100000001,192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
2400002,analogInput:11,timeDelay,60,192.168.168.2,480,segmentedBoth,spot_cc_temp_6,,degreesFahrenheit
